 13/12/2025 17:25:24,1,2,2, 13/12/2025 17:25:24.055,DATA,"70.000000,70.200000",127.0.0.1:60040,0.057,0,1,26,1.1211
 13/12/2025 17:25:24,1,fahrenheit,1, 13/12/2025 17:25:24.053,INIT,,127.0.0.1:60040,0.246,0,0,10,1.2887
 13/12/2025 17:25:24,1,fahrenheit,1, 13/12/2025 17:25:24.245,INIT,,127.0.0.1:60040,0.255,1,0,10,0.7902
 13/12/2025 17:25:25,1,2,2, 13/12/2025 17:25:25.056,DATA,"70.000000,70.200000",127.0.0.1:60040,0.057,0,0,26,0.2202
 13/12/2025 17:25:26,1,1,3, 13/12/2025 17:25:26.056,DATA,69.800000,127.0.0.1:60040,0.057,0,0,18,0.1466
 13/12/2025 17:25:27,1,3,4, 13/12/2025 17:25:27.056,DATA,"71.000000,71.100000,71.200000",127.0.0.1:60040,0.057,0,0,34,0.2017
 13/12/2025 17:25:28,1,4,5, 13/12/2025 17:25:28.057,DATA,"68.500000,68.600000,68.700000,68.800000",127.0.0.1:60040,0.058,0,0,42,0.3180
 13/12/2025 17:25:29,1,1,6, 13/12/2025 17:25:29.057,DATA,72.000000,127.0.0.1:60040,0.059,0,0,18,0.1753
 13/12/2025 17:25:30,1,2,7, 13/12/2025 17:25:30.058,DATA,"70.000000,70.200000",127.0.0.1:60040,0.059,0,0,26,0.1901
 13/12/2025 17:25:31,1,1,8, 13/12/2025 17:25:31.058,DATA,69.800000,127.0.0.1:60040,0.059,0,0,18,0.1795
 13/12/2025 17:25:32,1,3,9, 13/12/2025 17:25:32.059,DATA,"71.000000,71.100000,71.200000",127.0.0.1:60040,0.06,0,0,34,0.1645
 13/12/2025 17:25:33,1,4,10, 13/12/2025 17:25:33.059,DATA,"68.500000,68.600000,68.700000,68.800000",127.0.0.1:60040,0.06,0,0,42,0.1680
 13/12/2025 17:25:34,1,,0, 13/12/2025 17:25:34.056,HEARTBEAT,,127.0.0.1:60040,0.058,0,0,10,1.1323
 13/12/2025 17:25:34,1,1,11, 13/12/2025 17:25:34.059,DATA,72.000000,127.0.0.1:60040,0.072,0,0,18,0.1206
 13/12/2025 17:25:39,1,2,12, 13/12/2025 17:25:39.060,DATA,"70.000000,70.200000",127.0.0.1:60040,0.061,0,0,26,0.2016
 13/12/2025 17:25:44,1,,0, 13/12/2025 17:25:44.057,HEARTBEAT,,127.0.0.1:60040,0.059,0,0,10,1.0858
 13/12/2025 17:25:44,1,1,13, 13/12/2025 17:25:44.060,DATA,69.800000,127.0.0.1:60040,0.072,0,0,18,0.0879
 13/12/2025 17:25:54,1,,0, 13/12/2025 17:25:54.058,HEARTBEAT,,127.0.0.1:60040,0.06,0,0,10,1.0619
