server_timestamp,device_id,unit/batch_count,sequence_number,device_timestamp,message_type,payload,client_address,delay_seconds,duplicate_flag,gap_flag,packet_size,cpu_time_ms
 13/12/2025 00:56:45,1,fahrenheit,1, 13/12/2025 00:56:45.173,INIT,,127.0.0.1:43020,0.271,0,0,10,0.0962
 13/12/2025 00:56:45,1,2,2, 13/12/2025 00:56:45.174,DATA,NzAuMDAwMDAwLDcwLjIwMDAwMA==,127.0.0.1:43020,0.279,0,0,26,0.1218
 13/12/2025 00:56:46,1,1,3, 13/12/2025 00:56:46.174,DATA,NjkuODAwMDAw,127.0.0.1:43020,0.267,0,0,18,0.0859
 13/12/2025 00:56:47,1,3,4, 13/12/2025 00:56:47.175,DATA,NzEuMDAwMDAwLDcxLjEwMDAwMCw3MS4yMDAwMDA=,127.0.0.1:43020,0.275,0,0,34,0.1504
 13/12/2025 00:56:48,1,4,5, 13/12/2025 00:56:48.175,DATA,NjguNTAwMDAwLDY4LjYwMDAwMCw2OC43MDAwMDAsNjguODAwMDAw,127.0.0.1:43020,0.267,0,0,42,0.0982
 13/12/2025 00:56:49,1,1,6, 13/12/2025 00:56:49.175,DATA,NzIuMDAwMDAw,127.0.0.1:43020,0.276,0,0,18,0.1189
 13/12/2025 00:56:50,1,2,7, 13/12/2025 00:56:50.176,DATA,NzAuMDAwMDAwLDcwLjIwMDAwMA==,127.0.0.1:43020,0.27,0,0,26,0.1634
 13/12/2025 00:56:51,1,1,8, 13/12/2025 00:56:51.176,DATA,NjkuODAwMDAw,127.0.0.1:43020,0.278,0,0,18,0.0906
 13/12/2025 00:56:52,1,3,9, 13/12/2025 00:56:52.176,DATA,NzEuMDAwMDAwLDcxLjEwMDAwMCw3MS4yMDAwMDA=,127.0.0.1:43020,0.267,0,0,34,0.0848
 13/12/2025 00:56:53,1,4,10, 13/12/2025 00:56:53.176,DATA,NjguNTAwMDAwLDY4LjYwMDAwMCw2OC43MDAwMDAsNjguODAwMDAw,127.0.0.1:43020,0.28,0,0,42,0.1137
 13/12/2025 00:56:54,1,1,11, 13/12/2025 00:56:54.176,DATA,NzIuMDAwMDAw,127.0.0.1:43020,0.272,0,0,18,0.0818
 13/12/2025 00:56:55,1,,0, 13/12/2025 00:56:55.174,HEARTBEAT,,127.0.0.1:43020,0.28,0,0,10,0.3956
 13/12/2025 00:56:55,1,2,12, 13/12/2025 00:56:55.177,DATA,NzAuMDAwMDAwLDcwLjIwMDAwMA==,127.0.0.1:43020,0.283,0,0,26,0.0525
