server_timestamp,device_id,unit/batch_count,sequence_number,device_timestamp,message_type,payload,client_address,delay_seconds,duplicate_flag,gap_flag,packet_size,cpu_time_ms
 13/12/2025 00:56:03,1,fahrenheit,1, 13/12/2025 00:56:03.013,INIT,,127.0.0.1:39921,0.105,0,0,10,0.0887
 13/12/2025 00:56:03,1,2,2, 13/12/2025 00:56:03.014,DATA,NzAuMDAwMDAwLDcwLjIwMDAwMA==,127.0.0.1:39921,0.114,0,0,26,0.0704
 13/12/2025 00:56:04,1,1,3, 13/12/2025 00:56:04.014,DATA,NjkuODAwMDAw,127.0.0.1:39921,0.121,0,0,18,0.0841
 13/12/2025 00:56:05,1,3,4, 13/12/2025 00:56:05.014,DATA,NzEuMDAwMDAwLDcxLjEwMDAwMCw3MS4yMDAwMDA=,127.0.0.1:39921,0.107,0,0,34,0.1615
 13/12/2025 00:56:06,1,4,5, 13/12/2025 00:56:06.015,DATA,NjguNTAwMDAwLDY4LjYwMDAwMCw2OC43MDAwMDAsNjguODAwMDAw,127.0.0.1:39921,0.117,0,0,42,0.3016
 13/12/2025 00:56:07,1,1,6, 13/12/2025 00:56:07.015,DATA,NzIuMDAwMDAw,127.0.0.1:39921,0.109,0,0,18,0.2341
 13/12/2025 00:56:08,1,2,7, 13/12/2025 00:56:08.015,DATA,NzAuMDAwMDAwLDcwLjIwMDAwMA==,127.0.0.1:39921,0.126,0,0,26,0.2725
 13/12/2025 00:56:09,1,1,8, 13/12/2025 00:56:09.016,DATA,NjkuODAwMDAw,127.0.0.1:39921,0.114,0,0,18,0.1520
 13/12/2025 00:56:10,1,3,9, 13/12/2025 00:56:10.016,DATA,NzEuMDAwMDAwLDcxLjEwMDAwMCw3MS4yMDAwMDA=,127.0.0.1:39921,0.114,0,0,34,0.1619
 13/12/2025 00:56:11,1,4,10, 13/12/2025 00:56:11.017,DATA,NjguNTAwMDAwLDY4LjYwMDAwMCw2OC43MDAwMDAsNjguODAwMDAw,127.0.0.1:39921,0.111,0,0,42,0.1820
 13/12/2025 00:56:12,1,1,11, 13/12/2025 00:56:12.017,DATA,NzIuMDAwMDAw,127.0.0.1:39921,0.121,0,0,18,0.1569
 13/12/2025 00:56:13,1,2,12, 13/12/2025 00:56:13.017,DATA,NzAuMDAwMDAwLDcwLjIwMDAwMA==,127.0.0.1:39921,0.116,0,0,26,0.1843
 13/12/2025 00:56:13,1,,0, 13/12/2025 00:56:13.014,HEARTBEAT,,127.0.0.1:39921,0.133,0,0,10,0.4477
