server_timestamp,device_id,unit/batch_count,sequence_number,device_timestamp,message_type,payload,client_address,delay_seconds,duplicate_flag,gap_flag,packet_size,cpu_time_ms
 13/12/2025 00:53:13,1,fahrenheit,1, 13/12/2025 00:53:13.021,INIT,,127.0.0.1:42857,0.021,0,0,10,0.0700
 13/12/2025 00:53:13,1,2,2, 13/12/2025 00:53:13.021,DATA,NzAuMDAwMDAwLDcwLjIwMDAwMA==,127.0.0.1:42857,0.024,0,0,26,0.0463
 13/12/2025 00:53:14,1,1,3, 13/12/2025 00:53:14.021,DATA,NjkuODAwMDAw,127.0.0.1:42857,0.022,0,0,18,0.0809
 13/12/2025 00:53:15,1,3,4, 13/12/2025 00:53:15.022,DATA,NzEuMDAwMDAwLDcxLjEwMDAwMCw3MS4yMDAwMDA=,127.0.0.1:42857,0.023,0,0,34,0.0744
 13/12/2025 00:53:16,1,4,5, 13/12/2025 00:53:16.022,DATA,NjguNTAwMDAwLDY4LjYwMDAwMCw2OC43MDAwMDAsNjguODAwMDAw,127.0.0.1:42857,0.023,0,0,42,0.0877
 13/12/2025 00:53:18,1,2,7, 13/12/2025 00:53:18.022,DATA,NzAuMDAwMDAwLDcwLjIwMDAwMA==,127.0.0.1:42857,0.024,0,1,26,0.8012
 13/12/2025 00:53:18,1,1,6, 13/12/2025 00:53:17.022,DATA,NzIuMDAwMDAw,127.0.0.1:42857,1.151,0,0,18,1.5796
 13/12/2025 00:53:19,1,1,8, 13/12/2025 00:53:19.023,DATA,NjkuODAwMDAw,127.0.0.1:42857,0.024,0,0,18,0.1172
 13/12/2025 00:53:20,1,3,9, 13/12/2025 00:53:20.023,DATA,NzEuMDAwMDAwLDcxLjEwMDAwMCw3MS4yMDAwMDA=,127.0.0.1:42857,0.024,0,0,34,0.1302
 13/12/2025 00:53:21,1,4,10, 13/12/2025 00:53:21.024,DATA,NjguNTAwMDAwLDY4LjYwMDAwMCw2OC43MDAwMDAsNjguODAwMDAw,127.0.0.1:42857,0.024,0,0,42,0.0925
 13/12/2025 00:53:22,1,1,11, 13/12/2025 00:53:22.024,DATA,NzIuMDAwMDAw,127.0.0.1:42857,0.024,0,0,18,0.0661
 13/12/2025 00:53:23,1,,0, 13/12/2025 00:53:23.022,HEARTBEAT,,127.0.0.1:42857,0.023,0,0,10,0.8049
 13/12/2025 00:53:23,1,2,12, 13/12/2025 00:53:23.024,DATA,NzAuMDAwMDAwLDcwLjIwMDAwMA==,127.0.0.1:42857,0.036,0,0,26,0.0496
 13/12/2025 00:53:33,1,,0, 13/12/2025 00:53:33.022,HEARTBEAT,,127.0.0.1:42857,0.023,0,0,10,0.4206
