server_timestamp,device_id,batch_count,sequence_number,device_timestamp,message_type,payload,client_address,delay_seconds,duplicate_flag,gap_flag,packet_size,cpu_time_ms
 10/12/2025 03:22:20,1,2,24, 10/12/2025 03:22:20.875,DATA,"24.2,3.8",127.0.0.1:54149,0.876,0,0,17,0.0557
 10/12/2025 03:22:21,1,4,25, 10/12/2025 03:22:21.876,DATA,"23.5,45.2,3.8,7.2",127.0.0.1:54149,0.877,0,0,26,0.0668
 10/12/2025 03:22:22,1,3,26, 10/12/2025 03:22:22.877,DATA,"24.0,44.9,3.9",127.0.0.1:54149,0.878,0,0,22,0.0867
 10/12/2025 03:22:23,1,5,27, 10/12/2025 03:22:23.879,DATA,"23.8,45.1,3.7,2.8,9.32",127.0.0.1:54149,0.88,0,0,31,0.1396
 10/12/2025 03:22:24,1,2,28, 10/12/2025 03:22:24.881,DATA,"24.2,3.8",127.0.0.1:54149,0.881,0,0,17,0.0910
 10/12/2025 03:22:25,1,4,29, 10/12/2025 03:22:25.882,DATA,"23.5,45.2,3.8,7.2",127.0.0.1:54149,0.883,0,0,26,0.1215
 10/12/2025 03:22:26,1,3,30, 10/12/2025 03:22:26.884,DATA,"24.0,44.9,3.9",127.0.0.1:54149,0.885,0,0,22,0.0704
 10/12/2025 03:22:27,1,5,31, 10/12/2025 03:22:27.885,DATA,"23.8,45.1,3.7,2.8,9.32",127.0.0.1:54149,0.886,0,0,31,0.0880
 10/12/2025 03:22:28,1,2,32, 10/12/2025 03:22:28.887,DATA,"24.2,3.8",127.0.0.1:54149,0.887,0,0,17,0.0736
 10/12/2025 03:22:29,1,4,33, 10/12/2025 03:22:29.888,DATA,"23.5,45.2,3.8,7.2",127.0.0.1:54149,0.889,0,0,26,0.0755
 10/12/2025 03:22:30,1,5,35, 10/12/2025 03:22:30.889,DATA,"23.8,45.1,3.7,2.8,9.32",127.0.0.1:54149,0.889,0,0,31,0.0348
 10/12/2025 03:22:31,1,2,36, 10/12/2025 03:22:31.890,DATA,"24.2,3.8",127.0.0.1:54149,0.891,0,0,17,0.0859
 10/12/2025 03:22:32,1,4,37, 10/12/2025 03:22:32.891,DATA,"23.5,45.2,3.8,7.2",127.0.0.1:54149,0.892,0,0,26,0.0691
