 13/12/2025 17:25:55,1,2,2, 13/12/2025 17:25:55.356,DATA,"70.000000,70.200000",127.0.0.1:46361,0.358,0,1,26,0.9522
 13/12/2025 17:25:55,1,fahrenheit,1, 13/12/2025 17:25:55.354,INIT,,127.0.0.1:46361,0.556,0,0,10,1.2103
 13/12/2025 17:25:55,1,fahrenheit,1, 13/12/2025 17:25:55.554,INIT,,127.0.0.1:46361,0.565,1,0,10,0.6545
 13/12/2025 17:25:56,1,2,2, 13/12/2025 17:25:56.357,DATA,"70.000000,70.200000",127.0.0.1:46361,0.358,0,0,26,0.1896
 13/12/2025 17:25:57,1,1,3, 13/12/2025 17:25:57.357,DATA,69.800000,127.0.0.1:46361,0.358,0,0,18,0.1765
 13/12/2025 17:25:58,1,3,4, 13/12/2025 17:25:58.358,DATA,"71.000000,71.100000,71.200000",127.0.0.1:46361,0.359,0,0,34,0.1584
 13/12/2025 17:25:59,1,4,5, 13/12/2025 17:25:59.358,DATA,"68.500000,68.600000,68.700000,68.800000",127.0.0.1:46361,0.359,0,0,42,0.1978
 13/12/2025 17:26:00,1,1,6, 13/12/2025 17:26:00.358,DATA,72.000000,127.0.0.1:46361,0.359,0,0,18,0.1975
 13/12/2025 17:26:01,1,2,7, 13/12/2025 17:26:01.359,DATA,"70.000000,70.200000",127.0.0.1:46361,0.36,0,0,26,0.1722
 13/12/2025 17:26:02,1,1,8, 13/12/2025 17:26:02.359,DATA,69.800000,127.0.0.1:46361,0.361,0,0,18,0.2024
 13/12/2025 17:26:03,1,3,9, 13/12/2025 17:26:03.360,DATA,"71.000000,71.100000,71.200000",127.0.0.1:46361,0.361,0,0,34,0.1904
 13/12/2025 17:26:04,1,4,10, 13/12/2025 17:26:04.360,DATA,"68.500000,68.600000,68.700000,68.800000",127.0.0.1:46361,0.362,0,0,42,0.4448
 13/12/2025 17:26:05,1,,0, 13/12/2025 17:26:05.356,HEARTBEAT,,127.0.0.1:46361,0.359,0,0,10,1.2438
 13/12/2025 17:26:05,1,1,11, 13/12/2025 17:26:05.360,DATA,72.000000,127.0.0.1:46361,0.375,0,0,18,0.3642
 13/12/2025 17:26:10,1,2,12, 13/12/2025 17:26:10.361,DATA,"70.000000,70.200000",127.0.0.1:46361,0.362,0,0,26,0.2044
 13/12/2025 17:26:15,1,,0, 13/12/2025 17:26:15.357,HEARTBEAT,,127.0.0.1:46361,0.359,0,0,10,1.2427
 13/12/2025 17:26:15,1,1,13, 13/12/2025 17:26:15.361,DATA,69.800000,127.0.0.1:46361,0.371,0,0,18,0.1387
 13/12/2025 17:26:25,1,,0, 13/12/2025 17:26:25.358,HEARTBEAT,,127.0.0.1:46361,0.361,0,0,10,1.3434
